n_observations,start_datetime,end_datetime,mean_mw,std_mw,min_mw,max_mw,skewness,kurtosis,variance_mw,range_mw
145366,2002-01-01 01:00:00,2018-08-03,32080.222830648156,6464.0121664127355,14544.0,62009.0,0.7390115207783632,0.7367666673899285,41783453.28753187,47465.0
