recommended_primary_seasonal_period,secondary_cycle_observed_hours,hourly_profile_range_mw,weekday_profile_range_mw,monthly_profile_range_mw,raw_autocorr_lag_24,raw_autocorr_lag_168
24,168,11011.70518322879,3865.6764637688357,10020.474760172885,0.8914102836650588,0.7824570179959691
